,Temperature,ReactionCoordinate,Repeat,SampleSteps,ThermSteps,ThermWindow,MinEnergy,preTemperature,FreeEnergyGradient,FreeEnergyGradientVariance,avePsi,dXTangent,postTemperature,MaxJump,Valid
111,100.0,0.2,2,100,50,50,-2828.2875125539285,42.30687510382373,0.7788318929755896,-1.1102230246251565e-16,-0.394511369285076,-0.394511369285076,80.3004777849007,0.005428425255080933,True
112,100.0,0.30000000000000004,1,100,50,50,-2828.2047362040544,43.627896049199464,0.8648524147381591,2.220446049250313e-16,-0.4398068648656248,-0.4398068648656248,82.62594073370167,0.00472225889104872,True
113,100.0,0.30000000000000004,1,100,50,50,-2828.2047362040544,43.59438929936674,0.7761863740977241,1.1102230246251565e-16,-0.39471716783804106,-0.39471716783804106,83.14484605228857,0.004719071947773487,True
114,100.0,0.30000000000000004,1,100,50,50,-2828.2047362040544,42.374729350392315,0.7444844713070676,-1.1102230246251565e-16,-0.37859567214810336,-0.37859567214810336,82.32539912089152,0.004717111985137628,True
115,100.0,0.30000000000000004,1,100,50,50,-2828.2047362040544,42.32180258759123,0.7870061557500652,1.1102230246251565e-16,-0.40021939476827106,-0.40021939476827106,80.33860260209401,0.004720074548773504,True
116,100.0,0.30000000000000004,2,100,50,50,-2828.2047362040544,43.62796635412056,0.8648533075384345,0.0,-0.43980731888492725,-0.43980731888492725,82.62594831360786,0.004722260708639158,True
117,100.0,0.30000000000000004,2,100,50,50,-2828.2047362040544,43.59438743246594,0.7761865567319316,0.0,-0.39471726071374663,-0.39471726071374663,83.1448490543536,0.004719072022851583,True
118,100.0,0.30000000000000004,2,100,50,50,-2828.2047362040544,42.374739574617955,0.7444851691677371,0.0,-0.3785960270339867,-0.3785960270339867,82.32540075151631,0.004717112242317564,True
119,100.0,0.30000000000000004,2,100,50,50,-2828.2047362040544,42.321940561457275,0.7870075892670837,1.1102230246251565e-16,-0.40022012376042615,-0.40022012376042615,80.33855532028068,0.004720074140620359,True
120,100.0,0.4,1,100,50,50,-2828.138263588125,43.627088515823836,0.5987945913424897,5.551115123125783e-17,-0.303473442265575,-0.303473442265575,82.6290053388279,0.00351134796191815,True
121,100.0,0.4,1,100,50,50,-2828.138263588125,43.595751085678955,0.4973377654615452,2.7755575615628914e-17,-0.25205438698920757,-0.25205438698920757,83.16432829920547,0.0035127359068732192,True
122,100.0,0.4,1,100,50,50,-2828.138263588125,42.37538269843142,0.4443025797279881,0.0,-0.22517577016724794,-0.22517577016724794,82.30029183343972,0.003509561936466068,True
123,100.0,0.4,1,100,50,50,-2828.138263588125,42.3353248769573,0.5044255997141021,0.0,-0.25564655280020604,-0.25564655280020604,80.40489293337805,0.003507270884939701,True
124,100.0,0.4,2,100,50,50,-2828.138263588125,43.62706198377162,0.5987944954766103,0.0,-0.30347339368005194,-0.30347339368005194,82.62900439584293,0.0035113476522878025,True
125,100.0,0.4,2,100,50,50,-2828.138263588125,43.59570795031496,0.4973372724957576,0.0,-0.2520541371505707,-0.2520541371505707,83.1643214742084,0.003512763551293907,True
126,100.0,0.4,2,100,50,50,-2828.138263588125,42.37535296739448,0.44430195339534867,0.0,-0.22517545273732317,-0.22517545273732317,82.30029155734371,0.0035095619607669964,True
127,100.0,0.4,2,100,50,50,-2828.138263588125,42.335351798964886,0.5044266505787071,5.551115123125783e-17,-0.25564708538601033,-0.25564708538601033,80.40492395683367,0.0035072698859375923,True
128,100.0,0.5,1,100,50,50,-2828.1089485993734,43.63490110940588,0.1375245190379094,3.469446951953614e-18,-0.06908617565608298,-0.06908617565608298,82.62954317041255,0.00048814555180931053,True
129,100.0,0.5,1,100,50,50,-2828.1089485993734,43.594407592423266,0.0691677021618745,0.0,-0.034746764102230106,-0.034746764102230106,83.19692181913003,0.00048643536215412804,True
130,100.0,0.5,1,100,50,50,-2828.1089485993734,42.38164925787319,0.022737472005221377,0.0,-0.011422290337150576,-0.011422290337150576,82.31060277188874,0.000488531574807035,True
131,100.0,0.5,1,100,50,50,-2828.1089485993734,42.336120170278726,0.08489040612577885,-8.673617379884035e-19,-0.04264514829901079,-0.04264514829901079,80.4666258729739,0.0004873616059358476,True
132,100.0,0.5,2,100,50,50,-2828.1089485993734,43.63491184022635,0.13752472990338124,-3.469446951953614e-18,-0.06908628158547744,-0.06908628158547744,82.62954363692924,0.00048814566689282476,True
133,100.0,0.5,2,100,50,50,-2828.1089485993734,43.594402377429894,0.06916784967757722,-1.734723475976807e-18,-0.034746838207530176,-0.034746838207530176,83.19692534669504,0.00048643529392484704,True
