,Temperature,ReactionCoordinate,SampleSteps,ThermSteps,ThermWindow,MinEnergy,preTemperature,FreeEnergyGradient,FreeEnergyGradientVariance,avePsi,dXTangent,PathEnergy,postTemperature,MaxJump,Valid,Repeat
191,300.0,0.625,2000,1000,100,-483.78021705355314,296.49220073107483,4.918635898580586,1.5211295123677361e-27,1.0000000000005675,2.805311049134497e-15,-483.9464727347531,293.3571922158392,0.3095576537544402,True,1
192,300.0,0.75,2000,1000,100,-483.44279990118235,300.3728578133242,7.132748684134065,5.271628571944375e-27,0.9999999999999466,1.4438493089756773e-14,-483.45056609747974,299.86765177053076,0.4284953857364266,False,1
193,300.0,0.75,2000,1000,100,-483.44279990118235,321.9676865702092,7.126181927540255,5.460643902730065e-27,0.9999999999999445,1.9427929030348053e-14,-483.45056609747974,296.17095872615727,0.4284940785569262,False,1
194,300.0,0.75,2000,1000,100,-483.44279990118235,314.13750275952,7.026319100157298,3.797851253816249e-27,0.999999999999932,2.985568449896043e-15,-483.45056609747974,295.00689721472725,0.4284935407677847,False,1
195,300.0,0.75,2000,1000,100,-483.44279990118235,290.39413053762115,6.989910529331753,6.495938592451364e-27,0.999999999999918,7.327909513864205e-15,-483.45056609747974,299.0741437161357,0.42849400127894743,False,1
196,300.0,0.75,2000,1000,100,-483.44279990118235,320.5277392491566,7.032582701351627,4.7233100065669175e-27,0.9999999999999631,7.578331397259212e-15,-483.45056609747974,292.1215812311037,0.4284951774986935,False,1
197,300.0,0.75,2000,1000,100,-483.44279990118235,258.4027056111972,7.0665841216025145,5.930539570612508e-27,0.9999999999999429,1.6299406693823036e-14,-483.45056609747974,299.2094083300419,0.428493703315981,False,1
198,300.0,0.75,2000,1000,100,-483.44279990118235,323.26042040975653,7.133348077553529,5.895611243756805e-27,0.9999999999999432,1.3199283165485118e-14,-483.45056609747974,300.24160645000376,0.42849479440693433,False,1
199,300.0,0.75,2000,1000,100,-483.44279990118235,258.5003883799107,7.038089651254885,4.990946299183309e-27,0.9999999999999516,2.152433473988438e-14,-483.45056609747974,297.874381988674,0.42849370835594036,False,1
200,300.0,0.875,2000,1000,100,-482.5496252254374,280.85495077088274,9.477032242044364,1.480846784089999e-26,0.999999999999742,1.658416249859559e-14,-482.6701909486136,299.49319661104335,0.5473062581198862,False,1
201,300.0,0.875,2000,1000,100,-482.5496252254374,306.0017783789367,9.500279578008334,1.0553243407976084e-26,0.999999999999754,5.304387422199862e-15,-482.6701909486136,295.2951869784482,0.5473050350375214,False,1
202,300.0,0.875,2000,1000,100,-482.5496252254374,292.6752129135591,9.49470330135813,9.724563673867458e-27,0.9999999999997453,5.2183936295564315e-15,-482.6701909486136,304.86109556595954,0.5473066077236225,False,1
203,300.0,0.875,2000,1000,100,-482.5496252254374,304.6605707880083,9.464161490889015,1.330085605307486e-26,0.9999999999997502,8.290731033102703e-15,-482.6701909486136,305.632599388117,0.547304786277914,False,1
204,300.0,0.875,2000,1000,100,-482.5496252254374,304.79833636639324,9.466838553111462,1.4100087746708702e-26,0.9999999999997546,8.557124094924296e-15,-482.6701909486136,297.39327282310586,0.5473070959090222,False,1
205,300.0,0.875,2000,1000,100,-482.5496252254374,284.96108151189463,9.475559336882863,9.845483432960025e-27,0.9999999999997548,5.104966981632719e-14,-482.6701909486136,299.10696607445635,0.5473063445279525,False,1
206,300.0,0.875,2000,1000,100,-482.5496252254374,299.91335845788734,9.457068996304503,1.559512357506346e-26,0.9999999999997364,4.233190809815467e-15,-482.6701909486136,288.64306164401427,0.5473052479828988,False,1
207,300.0,0.875,2000,1000,100,-482.5496252254374,285.37175198556827,9.466212333883181,1.0931219548483924e-26,0.9999999999997421,4.879734982918708e-15,-482.6701909486136,294.35917769892774,0.5473064947812664,False,1
208,300.0,1.0,2000,1000,100,-480.6641897641251,282.8074439185798,11.977973459384625,5.568547047214288e-26,1.0000000000004963,1.6561373913573658e-14,-481.5318601361358,298.52915637748606,0.6659713438780893,False,1
209,300.0,1.0,2000,1000,100,-480.6641897641251,312.79210157380044,12.045527916210286,5.394662580036449e-26,1.0000000000005274,6.429571008193443e-15,-481.5318601361358,300.77326839019776,0.6659707088783166,False,1
210,300.0,1.0,2000,1000,100,-480.6641897641251,353.61693780433745,12.042905865469486,6.09511206755857e-26,1.0000000000005216,2.1824930178961125e-14,-481.5318601361358,305.24229599089654,0.6659698317613388,False,1
211,300.0,1.0,2000,1000,100,-480.6641897641251,282.1374336809972,12.02754099323936,5.670391359481423e-26,1.000000000000513,9.618969455759157e-15,-481.5318601361358,305.9638966704058,0.6659699824286869,False,1
212,300.0,1.0,2000,1000,100,-480.6641897641251,313.3929176077969,11.964831249714107,8.434361948959659e-26,1.0000000000005207,7.635344904745923e-15,-481.5318601361358,288.26143312679625,0.6659705297849657,False,1
213,300.0,1.0,2000,1000,100,-480.6641897641251,303.20923112012446,11.938332356628836,6.117700722258737e-26,1.0000000000005054,2.1610957036940854e-14,-481.5318601361358,298.11283242160715,0.6659714200761603,False,1
214,300.0,1.0,2000,1000,100,-480.6641897641251,292.26004024302694,11.967135013296314,5.720240021156731e-26,1.0000000000005078,8.202631927820758e-15,-481.5318601361358,298.3306254196927,0.6659698588970011,False,1
215,300.0,1.0,2000,1000,100,-480.6641897641251,301.4395628280835,12.012900631735336,6.552232250032921e-26,1.0000000000005234,5.912241698108401e-15,-481.5318601361358,294.25080832397055,0.665970503070827,False,1
216,1000.0,0.0,2000,1000,100,-484.0123511597723,997.8752503251994,-5.288029525171774,6.787524836612829e-26,0.9999999999997488,2.2867475891941816e-14,-484.01753189608786,977.6051356532521,0.2859851896825228,True,1
